index,Consumption,Solar,Wind,hour,day,month,weekday,lag_1,lag_24,lag_48,lag_72,Predicted_Consumption,Total_Generation,Energy_Difference,Battery_Level,Grid_Usage
2020-10-04 10:00:00,11.258613333,17.173667,0.22,10,4,10,6,11.758876667,12.023315555999998,10.448131111,15.515104444,12.2798132610341,17.393666999999997,5.113853738965897,84.72962559802406,0.0
2020-10-04 11:00:00,10.760801111,13.76675,0.16,11,4,10,6,11.258613333,12.856102222,13.442264444,12.200192222,12.40354012263831,13.92675,1.5232098773616904,86.25283547538575,0.0
2020-10-04 12:00:00,15.61418,17.4791665,0.0,12,4,10,6,10.760801111,13.624637778,17.346928889,15.283235556,14.517712521095252,17.4791665,2.96145397890475,89.21428945429051,0.0
2020-10-04 13:00:00,14.590128889,10.2115833,0.0,13,4,10,6,15.61418,14.393173333,14.04372,16.297323332999998,15.193927777306339,10.2115833,-4.98234447730634,84.23194497698417,0.0
2020-10-04 14:00:00,16.159013333,6.0176667,0.56,14,4,10,6,14.590128889,17.55671,15.90131,15.618035556,15.439049077775476,6.5776667,-8.861382377775476,75.3705625992087,0.0
2020-10-04 15:00:00,15.821993333,1.2721666,0.0,15,4,10,6,16.159013333,11.162971111,10.809534444,11.792731110999998,13.373765598762382,1.2721666,-12.101598998762382,63.26896360044631,0.0
2020-10-04 16:00:00,11.770931111,0.0251817999999999,0.0,16,4,10,6,15.821993333,11.696842222,14.369003333,12.43431,14.344131170356157,0.0251817999999999,-14.318949370356156,48.950014230090154,0.0
2020-10-04 17:00:00,16.881458889,0.0,0.0,17,4,10,6,11.770931111,16.574162222,14.085428889,16.258874444,14.225235695946651,0.0,-14.225235695946651,34.7247785341435,0.0
2020-10-04 18:00:00,17.706918889,0.0,0.0,18,4,10,6,16.881458889,16.146144444,21.064675556,18.771991111,18.50401806471473,0.0,-18.50401806471473,16.22076046942877,0.0
2020-10-04 19:00:00,17.20552,0.0,1.81,19,4,10,6,17.706918889,19.784091111,18.059576667,17.783597778,17.78003058449386,1.81,-15.97003058449386,0.2507298849349109,0.0
2020-10-04 20:00:00,17.244953332999998,0.0,0.0,20,4,10,6,17.20552,17.481612222,17.849031111,19.493137778,16.320782368557282,0.0,-16.320782368557282,0.0,16.07005248362237
2020-10-04 21:00:00,11.978487778,0.0,0.0,21,4,10,6,17.244953332999998,16.074046667,14.000646667,13.227427778,15.189800276534664,0.0,-15.189800276534664,0.0,15.189800276534664
2020-10-04 22:00:00,9.083412222,0.0,37.41,22,4,10,6,11.978487778,11.409155555999998,12.911414444000002,9.208181111,10.812803907520106,37.41,26.59719609247989,26.59719609247989,0.0
2020-10-04 23:00:00,10.747111111,0.0,31.21,23,4,10,6,9.083412222,10.666133333,9.255487778,8.881486111000001,9.731645806273669,31.21,21.478354193726332,48.07555028620622,0.0
2020-10-05 00:00:00,12.308453333,0.0,53.73,0,5,10,0,10.747111111,12.955781111,13.71114,15.860061110999998,13.107547366369438,53.73,40.62245263363056,88.69800291983678,0.0
2020-10-05 01:00:00,12.758674444,0.0,133.68,1,5,10,0,12.308453333,13.38204,14.388266667,13.520284444,14.014368110526663,133.68,119.66563188947335,100.0,0.0
2020-10-05 02:00:00,12.742626667,0.0,37.19,2,5,10,0,12.758674444,12.931165556,17.010367778,15.109088889,13.820258796490856,37.19,23.369741203509143,100.0,0.0
2020-10-05 03:00:00,11.482255555999998,0.0,23.43,3,5,10,0,12.742626667,11.433257778,9.870873333,11.271113333,11.45988142319893,23.43,11.97011857680107,100.0,0.0
2020-10-05 04:00:00,11.405881111,0.0,7.29,4,5,10,0,11.482255555999998,15.745034444000002,11.346023333,13.120124444000002,12.283051858468529,7.29,-4.993051858468529,95.00694814153147,0.0
2020-10-05 05:00:00,10.710598889,0.0,0.0,5,5,10,0,11.405881111,13.796147778,10.697804444,14.440144444,12.607474840153902,0.0,-12.607474840153902,82.39947330137757,0.0
2020-10-05 06:00:00,17.442928889,0.0228333,0.0,6,5,10,0,10.710598889,12.634247778,20.058013333,18.448465556,15.470817278837766,0.0228333,-15.447983978837765,66.9514893225398,0.0
2020-10-05 07:00:00,15.091063333,0.8164167,17.5,7,5,10,0,17.442928889,19.558986667,17.992715556,19.674571111,18.10045782521215,18.3164167,0.21595887478785158,67.16744819732764,0.0
2020-10-05 08:00:00,10.96037,2.0360833,21.07,8,5,10,0,15.091063333,17.058048889000002,18.865962222,15.854757778,15.906834635741912,23.1060833,7.199248664258089,74.36669686158574,0.0
2020-10-05 09:00:00,12.297087778,14.544417,1.47,9,5,10,0,10.96037,11.758876667,15.880968889000002,17.620814444,12.7742252484267,16.014416999999998,3.240191751573299,77.60688861315904,0.0
2020-10-05 10:00:00,13.34251,7.7745,0.0,10,5,10,0,12.297087778,11.258613333,12.023315555999998,10.448131111,11.690415022506366,7.7745,-3.9159150225063666,73.69097359065267,0.0
2020-10-05 11:00:00,12.423892222,6.4353333,34.06,11,5,10,0,13.34251,10.760801111,12.856102222,13.442264444,12.043782212801807,40.4953333,28.45155108719819,100.0,0.0
2020-10-05 12:00:00,14.616744444000002,13.8265,33.28,12,5,10,0,12.423892222,15.61418,13.624637778,17.346928889,14.51945901247479,47.1065,32.58704098752521,100.0,0.0
2020-10-05 13:00:00,13.295408889,29.151666,34.96,13,5,10,0,14.616744444000002,14.590128889,14.393173333,14.04372,14.845187929581858,64.111666,49.266478070418145,100.0,0.0
2020-10-05 14:00:00,13.227952222,14.450083499999998,43.87,14,5,10,0,13.295408889,16.159013333,17.55671,15.90131,15.209080516073875,58.320083499999996,43.11100298392612,100.0,0.0
2020-10-05 15:00:00,11.927894444,3.1318334,39.67,15,5,10,0,13.227952222,15.821993333,11.162971111,10.809534444,13.497368648327647,42.8018334,29.304464751672352,100.0,0.0
2020-10-05 16:00:00,11.345217778,0.0371667,22.65,16,5,10,0,11.927894444,11.770931111,11.696842222,14.369003333,12.559682765498849,22.6871667,10.12748393450115,100.0,0.0
2020-10-05 17:00:00,14.575603333,0.0,13.19,17,5,10,0,11.345217778,16.881458889,16.574162222,14.085428889,14.883185864332367,13.19,-1.6931858643323672,98.30681413566764,0.0
2020-10-05 18:00:00,19.177095556,0.0,6.66,18,5,10,0,14.575603333,17.706918889,16.146144444,21.064675556,17.75471658465113,6.66,-11.094716584651131,87.21209755101651,0.0
2020-10-05 19:00:00,19.804168889,0.0,0.0,19,5,10,0,19.177095556,17.20552,19.784091111,18.059576667,19.16255783645934,0.0,-19.16255783645934,68.04953971455717,0.0
2020-10-05 20:00:00,21.09654,0.0,0.0,20,5,10,0,19.804168889,17.244953332999998,17.481612222,17.849031111,17.53212936695026,0.0,-17.53212936695026,50.51741034760691,0.0
2020-10-05 21:00:00,20.158986667,0.0,1.16,21,5,10,0,21.09654,11.978487778,16.074046667,14.000646667,17.219180169700397,1.16,-16.059180169700397,34.458230177906515,0.0
2020-10-05 22:00:00,11.485593333,0.0,0.0,22,5,10,0,20.158986667,9.083412222,11.409155555999998,12.911414444000002,16.25162894943293,0.0,-16.25162894943293,18.206601228473584,0.0
2020-10-05 23:00:00,7.917535,0.0,0.0,23,5,10,0,11.485593333,10.747111111,10.666133333,9.255487778,10.299304043640396,0.0,-10.299304043640396,7.9072971848331886,0.0
2020-10-06 00:00:00,11.540663333,0.0,0.0,0,6,10,1,7.917535,12.308453333,12.955781111,13.71114,11.751261812020413,0.0,-11.751261812020413,0.0,3.8439646271872245
2020-10-06 01:00:00,12.430361111,0.0,0.0,1,6,10,1,11.540663333,12.758674444,13.38204,14.388266667,13.195795318800316,0.0,-13.195795318800316,0.0,13.195795318800316
2020-10-06 02:00:00,12.647888889,0.0,0.0,2,6,10,1,12.430361111,12.742626667,12.931165556,17.010367778,13.095426091615092,0.0,-13.095426091615092,0.0,13.095426091615092
2020-10-06 03:00:00,8.978664444,0.0,0.0,3,6,10,1,12.647888889,11.482255555999998,11.433257778,9.870873333,11.437448511465984,0.0,-11.437448511465984,0.0,11.437448511465984
2020-10-06 04:00:00,15.288624444000002,0.0,0.0,4,6,10,1,8.978664444,11.405881111,15.745034444000002,11.346023333,11.438216540957962,0.0,-11.438216540957962,0.0,11.438216540957962
2020-10-06 05:00:00,16.539706667,0.752,0.0,5,6,10,1,15.288624444000002,10.710598889,13.796147778,10.697804444,12.646651470285581,0.752,-11.89465147028558,0.0,11.89465147028558
2020-10-06 06:00:00,19.194848889,4.6965832,0.0,6,6,10,1,16.539706667,17.442928889,12.634247778,20.058013333,16.307812557646823,4.6965832,-11.611229357646824,0.0,11.611229357646824
2020-10-06 07:00:00,19.087197778,25.60675,0.0,7,6,10,1,19.194848889,15.091063333,19.558986667,17.992715556,18.529020873505857,25.60675,7.077729126494145,7.077729126494145,0.0
2020-10-06 08:00:00,19.259451111,40.399916,0.0,8,6,10,1,19.087197778,10.96037,17.058048889000002,18.865962222,16.34663807171675,40.399916,24.053277928283247,31.131007054777392,0.0
2020-10-06 09:00:00,14.354197778,51.3415,0.0,9,6,10,1,19.259451111,12.297087778,11.758876667,15.880968889000002,16.95401840259064,51.3415,34.38748159740936,65.51848865218676,0.0
2020-10-06 10:00:00,10.31496,43.942,0.0,10,6,10,1,14.354197778,13.34251,11.258613333,12.023315555999998,13.18919529860935,43.942,30.75280470139065,96.27129335357742,0.0
2020-10-06 11:00:00,10.321424444,59.212,0.0,11,6,10,1,10.31496,12.423892222,10.760801111,12.856102222,11.589636786995284,59.212,47.62236321300472,100.0,0.0
2020-10-06 12:00:00,13.115053333,20.7010835,0.0,12,6,10,1,10.321424444,14.616744444000002,15.61418,13.624637778,13.707391383566272,20.7010835,6.993692116433728,100.0,0.0
2020-10-06 13:00:00,16.326085556,15.9191665,0.0,13,6,10,1,13.115053333,13.295408889,14.590128889,14.393173333,14.422515055732575,15.9191665,1.4966514442674246,100.0,0.0
2020-10-06 14:00:00,16.847542222,9.6575834,0.0,14,6,10,1,16.326085556,13.227952222,16.159013333,17.55671,15.62830840558744,9.6575834,-5.97072500558744,94.02927499441256,0.0
2020-10-06 15:00:00,12.04059,4.1735,0.0,15,6,10,1,16.847542222,11.927894444,15.821993333,11.162971111,14.918189313799541,4.1735,-10.74468931379954,83.28458568061302,0.0
2020-10-06 16:00:00,13.478064444,0.0624546,0.54,16,6,10,1,12.04059,11.345217778,11.770931111,11.696842222,12.358025569335329,0.6024546000000001,-11.755570969335329,71.5290147112777,0.0
2020-10-06 17:00:00,17.655471111,0.0,2.44,17,6,10,1,13.478064444,14.575603333,16.881458889,16.574162222,15.174314980600455,2.44,-12.734314980600455,58.79469973067724,0.0
